id_transaccion,fecha,fecha_hora,producto,categoria,cantidad,precio_unitario,subtotal,descuento_pct,descuento_monto,total,region,vendedor,canal,cliente_id
TXN-00162,2023-02-05,2023-02-05 12:49:41,Teclado Mecánico,Accesorios,2,96.27,192.54,20,38.51,154.03,Este,Diego Torres,Teléfono,CLI-0291
TXN-00163,2024-01-15,2024-01-15 21:04:36,Laptop HP,Computadoras,2,918.91,1837.82,20,367.56,1470.26,Sur,Diego Torres,Teléfono,CLI-0161
TXN-00164,2023-01-27,2023-01-27 16:33:24,Adaptador WiFi,Componentes,2,23.88,47.76,0,0.0,47.76,Centro,Carlos Ruiz,App Móvil,CLI-0134
TXN-00165,2023-10-20,2023-10-20 16:12:07,Disco Externo 2TB,Almacenamiento,1,89.02,89.02,30,26.71,62.31,Sur,Carlos Ruiz,Teléfono,CLI-0089
TXN-00166,2024-11-29,2024-11-29 10:42:22,Mousepad Gaming,Accesorios,3,20.84,62.519999999999996,0,0.0,62.52,Norte,Sofía Martínez,App Móvil,CLI-0081
TXN-00167,2024-01-06,2024-01-06 10:12:50,Disco Externo 2TB,Almacenamiento,1,93.76,93.76,0,0.0,93.76,Sur,Juan Pérez,Teléfono,CLI-0014
TXN-00168,2024-04-23,2024-04-23 17:08:39,Auriculares Bluetooth,Audio,1,60.64,60.64,10,6.06,54.58,Norte,Carlos Ruiz,App Móvil,CLI-0204
TXN-00169,2024-02-25,2024-02-25 18:04:08,Disco Externo 2TB,Almacenamiento,1,93.93,93.93,25,23.48,70.45,Este,Carlos Ruiz,Teléfono,CLI-0239
TXN-00170,2024-07-18,2024-07-18 11:49:08,Adaptador WiFi,Componentes,2,25.08,50.16,0,0.0,50.16,Oeste,Ana García,Tienda,CLI-0266
TXN-00171,2023-11-27,2023-11-27 07:22:33,Teclado Mecánico,Accesorios,2,86.46,172.92,0,0.0,172.92,Este,Carlos Ruiz,App Móvil,CLI-0101
TXN-00172,2023-05-09,2023-05-09 18:34:05,Adaptador WiFi,Componentes,1,27.27,27.27,10,2.73,24.54,Centro,María López,Online,CLI-0088
TXN-00173,2023-12-12,2023-12-12 18:02:52,Adaptador WiFi,Componentes,2,25.61,51.22,30,15.37,35.85,Norte,Carlos Ruiz,Tienda,CLI-0296
TXN-00174,2024-03-02,2024-03-02 09:31:56,Webcam HD,Periféricos,1,82.41,82.41,30,24.72,57.69,Centro,Sofía Martínez,App Móvil,CLI-0248
TXN-00175,2023-11-01,2023-11-01 20:03:10,"Monitor Samsung 27""",Monitores,2,318.27,636.54,15,95.48,541.06,Oeste,Laura Sánchez,Teléfono,CLI-0238
TXN-00176,2023-11-17,2023-11-17 10:46:55,"Monitor Samsung 27""",Monitores,1,290.4,290.4,0,0.0,290.4,Este,Laura Sánchez,Online,CLI-0190
TXN-00177,2023-09-05,2023-09-05 13:28:15,Hub USB-C,Accesorios,2,50.61,101.22,10,10.12,91.1,Sur,Carlos Ruiz,Tienda,CLI-0149
TXN-00178,2023-09-12,2023-09-12 05:52:20,SSD 1TB,Almacenamiento,1,128.73,128.73,15,19.31,109.42,Centro,Diego Torres,Online,CLI-0082
TXN-00179,2024-05-25,2024-05-25 15:01:05,RAM 16GB,Componentes,5,87.92,439.6,20,87.92,351.68,Oeste,Roberto Díaz,Online,CLI-0111
TXN-00180,2023-10-16,2023-10-16 19:43:30,Cable HDMI,Cables,1,12.61,12.61,0,0.0,12.61,Este,Ana García,Tienda,CLI-0221
TXN-00181,2024-02-17,2024-02-17 15:03:36,Teclado Mecánico,Accesorios,1,96.87,96.87,10,9.69,87.18,Centro,Juan Pérez,App Móvil,CLI-0284
TXN-00182,2024-04-06,2024-04-06 13:52:39,Webcam HD,Periféricos,1,73.17,73.17,25,18.29,54.88,Centro,Carlos Ruiz,Online,CLI-0050
TXN-00183,2024-07-25,2024-07-25 04:12:38,SSD 1TB,Almacenamiento,4,116.95,467.8,10,46.78,421.02,Centro,Laura Sánchez,Tienda,CLI-0024
TXN-00184,2024-04-30,2024-04-30 11:38:57,Laptop HP,Computadoras,4,834.66,3338.64,10,333.86,3004.78,Centro,María López,App Móvil,CLI-0164
TXN-00185,2023-11-03,2023-11-03 17:53:32,Teclado Mecánico,Accesorios,1,88.06,88.06,30,26.42,61.64,Centro,Roberto Díaz,App Móvil,CLI-0244
TXN-00186,2024-11-20,2024-11-20 15:37:19,Soporte Laptop,Accesorios,2,36.12,72.24,10,7.22,65.02,Norte,Roberto Díaz,App Móvil,CLI-0297
TXN-00187,2024-08-20,2024-08-20 17:40:46,Cable HDMI,Cables,3,12.28,36.839999999999996,0,0.0,36.84,Centro,Laura Sánchez,Online,CLI-0125
TXN-00188,2023-07-15,2023-07-15 14:26:09,Laptop HP,Computadoras,2,913.05,1826.1,0,0.0,1826.1,Oeste,Juan Pérez,Teléfono,CLI-0257
TXN-00189,2023-03-05,2023-03-05 17:13:35,Micrófono USB,Audio,2,71.55,143.1,20,28.62,114.48,Este,Roberto Díaz,Teléfono,CLI-0161
TXN-00190,2023-12-17,2023-12-17 19:49:55,Teclado Mecánico,Accesorios,1,89.26,89.26,25,22.32,66.94,Este,Roberto Díaz,Online,CLI-0127
TXN-00191,2023-11-01,2023-11-01 20:13:44,Webcam HD,Periféricos,1,80.92,80.92,5,4.05,76.87,Oeste,Diego Torres,Teléfono,CLI-0179
TXN-00192,2023-10-22,2023-10-22 19:34:24,Hub USB-C,Accesorios,4,54.33,217.32,10,21.73,195.59,Oeste,Diego Torres,Online,CLI-0149
TXN-00193,2023-12-21,2023-12-21 20:16:47,Laptop HP,Computadoras,4,861.76,3447.04,0,0.0,3447.04,Oeste,Juan Pérez,Online,CLI-0276
TXN-00194,2023-05-21,2023-05-21 20:37:15,Webcam HD,Periféricos,2,86.92,173.84,10,17.38,156.46,Sur,Ana García,Online,CLI-0120
TXN-00195,2024-04-28,2024-04-28 21:08:00,Laptop HP,Computadoras,1,828.03,828.03,10,82.8,745.23,Centro,María López,Teléfono,CLI-0244
TXN-00196,2023-11-25,2023-11-25 09:58:49,RAM 16GB,Componentes,1,82.4,82.4,10,8.24,74.16,Norte,Juan Pérez,Tienda,CLI-0090
TXN-00197,2023-02-07,2023-02-07 12:50:31,SSD 1TB,Almacenamiento,3,129.16,387.48,0,0.0,387.48,Sur,Sofía Martínez,Tienda,CLI-0005
TXN-00198,2023-12-10,2023-12-10 19:34:33,Webcam HD,Periféricos,4,81.08,324.32,0,0.0,324.32,Oeste,María López,Teléfono,CLI-0140
TXN-00199,2023-06-16,2023-06-16 19:16:45,"Monitor Samsung 27""",Monitores,4,318.52,1274.08,10,127.41,1146.67,Sur,Ana García,App Móvil,CLI-0152
TXN-00200,2023-06-29,2023-06-29 19:57:25,Cable HDMI,Cables,3,13.44,40.32,5,2.02,38.3,Oeste,Diego Torres,Tienda,CLI-0206
TXN-00201,2024-05-03,2024-05-03 12:00:16,Adaptador WiFi,Componentes,2,22.97,45.94,0,0.0,45.94,Oeste,Juan Pérez,Teléfono,CLI-0137
TXN-00202,2023-01-12,2023-01-12 14:44:15,Auriculares Bluetooth,Audio,1,57.61,57.61,30,17.28,40.33,Norte,Carlos Ruiz,Teléfono,CLI-0158
TXN-00203,2024-12-21,2024-12-21 20:07:40,Teclado Mecánico,Accesorios,1,88.29,88.29,25,22.07,66.22,Este,Diego Torres,Online,CLI-0113
TXN-00204,2024-09-12,2024-09-12 20:35:58,Teclado Mecánico,Accesorios,4,89.6,358.4,20,71.68,286.72,Oeste,Juan Pérez,Online,CLI-0042
TXN-00205,2023-03-21,2023-03-21 03:03:53,Hub USB-C,Accesorios,2,49.46,98.92,10,9.89,89.03,Centro,Juan Pérez,Online,CLI-0085
TXN-00206,2023-04-30,2023-04-30 20:37:31,Auriculares Bluetooth,Audio,1,64.24,64.24,20,12.85,51.39,Norte,Roberto Díaz,Tienda,CLI-0233
TXN-00207,2024-07-31,2024-07-31 16:43:51,Teclado Mecánico,Accesorios,1,90.23,90.23,20,18.05,72.18,Este,Ana García,Teléfono,CLI-0131
TXN-00208,2024-08-15,2024-08-15 15:22:44,Soporte Laptop,Accesorios,2,36.02,72.04,5,3.6,68.44,Norte,Ana García,Tienda,CLI-0242
TXN-00209,2023-05-19,2023-05-19 20:41:26,Laptop HP,Computadoras,1,861.67,861.67,0,0.0,861.67,Este,Laura Sánchez,Teléfono,CLI-0194
TXN-00210,2023-05-17,2023-05-17 14:07:11,SSD 1TB,Almacenamiento,1,109.92,109.92,25,27.48,82.44,Centro,Laura Sánchez,Online,CLI-0115
TXN-00211,2023-11-02,2023-11-02 20:34:27,Soporte Laptop,Accesorios,2,36.02,72.04,0,0.0,72.04,Centro,Laura Sánchez,Online,CLI-0127
TXN-00212,2023-07-13,2023-07-13 23:48:07,RAM 16GB,Componentes,2,77.53,155.06,10,15.51,139.55,Norte,Laura Sánchez,Tienda,CLI-0124
TXN-00213,2023-02-04,2023-02-04 19:45:55,"Monitor Samsung 27""",Monitores,2,274.03,548.06,30,164.42,383.64,Norte,Juan Pérez,Tienda,CLI-0206
TXN-00214,2023-02-27,2023-02-27 13:14:52,RAM 16GB,Componentes,1,75.74,75.74,5,3.79,71.95,Centro,Diego Torres,App Móvil,CLI-0122
TXN-00215,2023-08-15,2023-08-15 13:03:35,Webcam HD,Periféricos,3,86.01,258.03000000000003,25,64.51,193.52,Centro,María López,Teléfono,CLI-0285
TXN-00216,2024-10-20,2024-10-20 21:33:20,RAM 16GB,Componentes,1,72.74,72.74,10,7.27,65.47,Oeste,Laura Sánchez,Online,CLI-0154
TXN-00217,2024-04-29,2024-04-29 12:19:54,SSD 1TB,Almacenamiento,1,112.4,112.4,25,28.1,84.3,Sur,Roberto Díaz,Tienda,CLI-0288
TXN-00218,2024-06-26,2024-06-26 12:16:13,SSD 1TB,Almacenamiento,3,131.22,393.65999999999997,25,98.42,295.24,Este,Carlos Ruiz,Teléfono,CLI-0190
TXN-00219,2023-02-22,2023-02-22 19:38:38,Mouse Logitech,Accesorios,2,30.2,60.4,5,3.02,57.38,Norte,Carlos Ruiz,Online,CLI-0287
TXN-00220,2023-11-07,2023-11-07 00:13:59,"Monitor Samsung 27""",Monitores,3,298.75,896.25,10,89.62,806.63,Sur,Carlos Ruiz,Teléfono,CLI-0125
TXN-00221,2024-02-11,2024-02-11 17:20:49,Disco Externo 2TB,Almacenamiento,2,91.87,183.74,5,9.19,174.55,Este,Laura Sánchez,Teléfono,CLI-0274
TXN-00222,2024-01-04,2024-01-04 16:29:06,Adaptador WiFi,Componentes,2,24.29,48.58,10,4.86,43.72,Oeste,Diego Torres,Online,CLI-0190
TXN-00223,2023-08-15,2023-08-15 09:16:35,Auriculares Bluetooth,Audio,1,58.96,58.96,30,17.69,41.27,Centro,Laura Sánchez,App Móvil,CLI-0079
TXN-00224,2024-08-06,2024-08-06 15:35:41,"Monitor Samsung 27""",Monitores,1,289.78,289.78,15,43.47,246.31,Este,Sofía Martínez,Teléfono,CLI-0252
TXN-00225,2023-06-23,2023-06-23 17:31:11,RAM 16GB,Componentes,1,74.68,74.68,10,7.47,67.21,Centro,Ana García,Tienda,CLI-0039
TXN-00226,2024-02-27,2024-02-27 19:14:04,Soporte Laptop,Accesorios,1,41.34,41.34,0,0.0,41.34,Sur,Ana García,Online,CLI-0259
TXN-00227,2024-10-15,2024-10-15 18:58:30,RAM 16GB,Componentes,6,77.96,467.76,30,140.33,327.43,Oeste,Ana García,Tienda,CLI-0273
TXN-00228,2024-06-26,2024-06-26 17:18:01,Hub USB-C,Accesorios,1,49.1,49.1,0,0.0,49.1,Centro,Laura Sánchez,Online,CLI-0055
TXN-00229,2023-09-04,2023-09-04 17:16:52,Mousepad Gaming,Accesorios,4,18.38,73.52,0,0.0,73.52,Este,Sofía Martínez,Teléfono,CLI-0041
TXN-00230,2024-08-01,2024-08-01 20:14:19,Auriculares Bluetooth,Audio,2,65.5,131.0,20,26.2,104.8,Norte,Ana García,Tienda,CLI-0208
TXN-00231,2023-02-27,2023-02-27 20:10:05,SSD 1TB,Almacenamiento,3,117.04,351.12,20,70.22,280.9,Oeste,Laura Sánchez,App Móvil,CLI-0290
TXN-00232,2023-02-13,2023-02-13 20:56:36,Soporte Laptop,Accesorios,2,43.78,87.56,25,21.89,65.67,Oeste,Sofía Martínez,Tienda,CLI-0039
TXN-00233,2024-07-31,2024-07-31 11:59:54,Adaptador WiFi,Componentes,2,27.12,54.24,25,13.56,40.68,Este,Ana García,Online,CLI-0074
TXN-00234,2023-03-20,2023-03-20 18:15:36,Micrófono USB,Audio,2,74.48,148.96,15,22.34,126.62,Oeste,Diego Torres,Teléfono,CLI-0072
TXN-00235,2024-05-27,2024-05-27 14:03:06,Micrófono USB,Audio,1,76.83,76.83,0,0.0,76.83,Oeste,Juan Pérez,Tienda,CLI-0175
TXN-00236,2024-02-11,2024-02-11 10:01:40,Cable HDMI,Cables,3,13.69,41.07,30,12.32,28.75,Este,Roberto Díaz,Teléfono,CLI-0117
TXN-00237,2024-03-18,2024-03-18 18:42:24,Auriculares Bluetooth,Audio,1,60.63,60.63,15,9.09,51.54,Norte,Sofía Martínez,Online,CLI-0038
TXN-00238,2024-12-29,2024-12-29 11:47:24,Mouse Logitech,Accesorios,1,28.6,28.6,15,4.29,24.31,Este,Diego Torres,Tienda,CLI-0047
TXN-00239,2024-01-04,2024-01-04 10:08:05,Laptop HP,Computadoras,2,979.72,1959.44,20,391.89,1567.55,Sur,Laura Sánchez,Teléfono,CLI-0286
TXN-00240,2023-01-27,2023-01-27 17:05:38,Hub USB-C,Accesorios,1,50.11,50.11,0,0.0,50.11,Centro,Diego Torres,Teléfono,CLI-0007
TXN-00241,2024-07-26,2024-07-26 07:36:33,Webcam HD,Periféricos,5,78.61,393.05,0,0.0,393.05,Sur,Laura Sánchez,Online,CLI-0072
TXN-00242,2023-05-30,2023-05-30 15:17:26,Webcam HD,Periféricos,5,76.81,384.05,20,76.81,307.24,Este,Roberto Díaz,Tienda,CLI-0185
TXN-00243,2024-08-31,2024-08-31 16:06:08,Webcam HD,Periféricos,4,87.1,348.4,20,69.68,278.72,Este,Ana García,Teléfono,CLI-0171
TXN-00244,2024-03-26,2024-03-26 19:38:08,Soporte Laptop,Accesorios,1,40.95,40.95,10,4.1,36.85,Este,Diego Torres,Online,CLI-0246
TXN-00245,2023-11-23,2023-11-23 20:40:31,Auriculares Bluetooth,Audio,1,56.12,56.12,15,8.42,47.7,Centro,Juan Pérez,App Móvil,CLI-0193
TXN-00246,2024-01-09,2024-01-09 18:12:37,Webcam HD,Periféricos,4,85.05,340.2,15,51.03,289.17,Centro,María López,Tienda,CLI-0237
TXN-00247,2024-12-10,2024-12-10 21:50:26,Disco Externo 2TB,Almacenamiento,2,84.76,169.52,10,16.95,152.57,Oeste,María López,App Móvil,CLI-0124
TXN-00248,2024-01-22,2024-01-22 18:30:37,Webcam HD,Periféricos,5,82.53,412.65,15,61.9,350.75,Oeste,Laura Sánchez,Tienda,CLI-0185
TXN-00249,2024-08-31,2024-08-31 10:06:49,Disco Externo 2TB,Almacenamiento,5,97.11,485.55,25,121.39,364.16,Sur,Diego Torres,Online,CLI-0023
TXN-00250,2023-12-06,2023-12-06 13:06:00,Cable HDMI,Cables,4,14.25,57.0,15,8.55,48.45,Norte,Sofía Martínez,Online,CLI-0262
TXN-00251,2024-12-05,2024-12-05 16:23:25,Disco Externo 2TB,Almacenamiento,1,90.33,90.33,30,27.1,63.23,Oeste,María López,App Móvil,CLI-0013
TXN-00252,2023-03-29,2023-03-29 20:09:22,RAM 16GB,Componentes,1,73.66,73.66,15,11.05,62.61,Este,Diego Torres,Teléfono,CLI-0106
TXN-00253,2023-04-10,2023-04-10 20:28:20,Hub USB-C,Accesorios,4,49.82,199.28,20,39.86,159.42,Norte,Sofía Martínez,Tienda,CLI-0059
TXN-00254,2024-11-24,2024-11-24 23:15:33,Laptop HP,Computadoras,1,962.84,962.84,0,0.0,962.84,Sur,María López,App Móvil,CLI-0287
TXN-00255,2024-02-19,2024-02-19 11:40:42,SSD 1TB,Almacenamiento,1,130.99,130.99,5,6.55,124.44,Oeste,Laura Sánchez,Tienda,CLI-0102
TXN-00256,2023-01-05,2023-01-05 12:17:48,RAM 16GB,Componentes,2,81.47,162.94,15,24.44,138.5,Norte,Carlos Ruiz,Online,CLI-0188
TXN-00257,2023-09-26,2023-09-26 16:33:40,Auriculares Bluetooth,Audio,5,56.36,281.8,0,0.0,281.8,Este,Laura Sánchez,Teléfono,CLI-0059
TXN-00258,2024-09-24,2024-09-24 19:45:51,Auriculares Bluetooth,Audio,2,58.21,116.42,20,23.28,93.14,Este,Carlos Ruiz,Online,CLI-0161
TXN-00259,2023-07-07,2023-07-07 11:32:24,Mouse Logitech,Accesorios,2,28.42,56.84,0,0.0,56.84,Oeste,María López,Teléfono,CLI-0217
TXN-00260,2024-12-11,2024-12-11 05:35:10,Teclado Mecánico,Accesorios,1,89.75,89.75,25,22.44,67.31,Oeste,Sofía Martínez,Online,CLI-0096
TXN-00261,2023-02-24,2023-02-24 00:31:08,Auriculares Bluetooth,Audio,2,64.09,128.18,30,38.45,89.73,Sur,Laura Sánchez,Teléfono,CLI-0210
TXN-00262,2024-05-15,2024-05-15 18:01:50,Adaptador WiFi,Componentes,7,24.95,174.65,20,34.93,139.72,Sur,Sofía Martínez,Tienda,CLI-0141
TXN-00263,2024-04-13,2024-04-13 21:49:31,"Monitor Samsung 27""",Monitores,1,302.25,302.25,0,0.0,302.25,Centro,Carlos Ruiz,Tienda,CLI-0138
TXN-00264,2024-07-09,2024-07-09 01:48:46,Micrófono USB,Audio,2,70.59,141.18,10,14.12,127.06,Oeste,Juan Pérez,Teléfono,CLI-0053
TXN-00265,2023-11-01,2023-11-01 01:28:16,Disco Externo 2TB,Almacenamiento,4,95.93,383.72,5,19.19,364.53,Este,Carlos Ruiz,Teléfono,CLI-0061
TXN-00266,2024-08-25,2024-08-25 20:39:40,Micrófono USB,Audio,3,74.36,223.07999999999998,5,11.15,211.93,Oeste,María López,Online,CLI-0106
TXN-00267,2024-08-06,2024-08-06 13:38:34,Soporte Laptop,Accesorios,2,37.65,75.3,0,0.0,75.3,Sur,Diego Torres,App Móvil,CLI-0149
TXN-00268,2024-11-26,2024-11-26 04:48:50,Cable HDMI,Cables,3,12.39,37.17,25,9.29,27.88,Oeste,Ana García,App Móvil,CLI-0065
TXN-00269,2023-05-30,2023-05-30 12:48:53,Disco Externo 2TB,Almacenamiento,1,96.58,96.58,5,4.83,91.75,Oeste,Roberto Díaz,Online,CLI-0296
TXN-00270,2024-01-20,2024-01-20 19:50:56,Adaptador WiFi,Componentes,1,23.83,23.83,15,3.57,20.26,Norte,Laura Sánchez,App Móvil,CLI-0189
TXN-00271,2024-08-18,2024-08-18 21:54:46,RAM 16GB,Componentes,3,87.19,261.57,10,26.16,235.41,Norte,Roberto Díaz,App Móvil,CLI-0033
TXN-00272,2024-03-15,2024-03-15 15:17:20,Micrófono USB,Audio,3,70.47,211.41,5,10.57,200.84,Este,Diego Torres,Online,CLI-0290
TXN-00273,2024-11-29,2024-11-29 09:06:40,Soporte Laptop,Accesorios,4,39.87,159.48,10,15.95,143.53,Oeste,Ana García,Tienda,CLI-0081
TXN-00274,2023-07-27,2023-07-27 04:56:41,RAM 16GB,Componentes,4,79.29,317.16,15,47.57,269.59,Este,María López,App Móvil,CLI-0048
TXN-00275,2024-01-16,2024-01-16 19:10:03,Adaptador WiFi,Componentes,2,24.29,48.58,0,0.0,48.58,Oeste,Sofía Martínez,Online,CLI-0220
TXN-00276,2023-01-02,2023-01-02 10:08:37,Adaptador WiFi,Componentes,2,22.95,45.9,0,0.0,45.9,Sur,Roberto Díaz,Tienda,CLI-0005
TXN-00277,2024-03-08,2024-03-08 16:04:14,Disco Externo 2TB,Almacenamiento,3,87.17,261.51,0,0.0,261.51,Oeste,Carlos Ruiz,Tienda,CLI-0053
TXN-00278,2023-05-21,2023-05-21 21:55:08,Auriculares Bluetooth,Audio,2,58.4,116.8,10,11.68,105.12,Sur,Carlos Ruiz,Tienda,CLI-0085
TXN-00279,2024-10-05,2024-10-05 15:39:43,RAM 16GB,Componentes,3,77.61,232.82999999999998,5,11.64,221.19,Oeste,Juan Pérez,Tienda,CLI-0052
TXN-00280,2024-01-29,2024-01-29 15:20:50,Teclado Mecánico,Accesorios,3,94.53,283.59000000000003,30,85.08,198.51,Sur,Juan Pérez,App Móvil,CLI-0044
TXN-00281,2024-09-14,2024-09-14 20:01:54,"Monitor Samsung 27""",Monitores,4,303.19,1212.76,30,363.83,848.93,Este,Juan Pérez,Online,CLI-0201
TXN-00282,2024-05-21,2024-05-21 12:31:40,Webcam HD,Periféricos,1,82.33,82.33,5,4.12,78.21,Centro,Carlos Ruiz,Tienda,CLI-0185
TXN-00283,2024-08-05,2024-08-05 17:43:11,Mousepad Gaming,Accesorios,1,19.26,19.26,15,2.89,16.37,Oeste,Carlos Ruiz,Tienda,CLI-0035
TXN-00284,2023-03-03,2023-03-03 12:32:18,Laptop HP,Computadoras,1,857.18,857.18,0,0.0,857.18,Centro,Laura Sánchez,Teléfono,CLI-0206
TXN-00285,2024-09-22,2024-09-22 10:19:05,Mouse Logitech,Accesorios,2,30.83,61.66,25,15.42,46.24,Centro,Juan Pérez,Online,CLI-0275
TXN-00286,2023-11-14,2023-11-14 20:54:15,Auriculares Bluetooth,Audio,1,58.68,58.68,0,0.0,58.68,Norte,Juan Pérez,Tienda,CLI-0223
TXN-00287,2023-02-26,2023-02-26 20:42:47,Mouse Logitech,Accesorios,2,29.71,59.42,30,17.83,41.59,Sur,Carlos Ruiz,Tienda,CLI-0071
TXN-00288,2023-12-22,2023-12-22 21:52:46,Disco Externo 2TB,Almacenamiento,2,81.2,162.4,20,32.48,129.92,Este,María López,App Móvil,CLI-0065
TXN-00289,2023-05-01,2023-05-01 09:21:51,Disco Externo 2TB,Almacenamiento,1,95.05,95.05,10,9.51,85.54,Oeste,Sofía Martínez,Tienda,CLI-0135
TXN-00290,2024-05-23,2024-05-23 14:03:31,Disco Externo 2TB,Almacenamiento,2,98.54,197.08,0,0.0,197.08,Centro,María López,App Móvil,CLI-0081
TXN-00291,2024-11-21,2024-11-21 12:47:32,Webcam HD,Periféricos,1,84.36,84.36,30,25.31,59.05,Norte,Ana García,Tienda,CLI-0126
TXN-00292,2023-06-03,2023-06-03 09:35:51,Laptop HP,Computadoras,1,894.91,894.91,15,134.24,760.67,Oeste,Juan Pérez,App Móvil,CLI-0128
TXN-00293,2023-10-05,2023-10-05 18:23:07,SSD 1TB,Almacenamiento,3,129.97,389.90999999999997,10,38.99,350.92,Centro,Ana García,Online,CLI-0115
TXN-00294,2024-02-15,2024-02-15 16:55:18,Micrófono USB,Audio,1,70.21,70.21,0,0.0,70.21,Este,Diego Torres,Tienda,CLI-0284
TXN-00295,2023-10-26,2023-10-26 13:47:39,RAM 16GB,Componentes,1,72.12,72.12,5,3.61,68.51,Sur,Roberto Díaz,App Móvil,CLI-0253
TXN-00296,2023-09-09,2023-09-09 15:01:14,Micrófono USB,Audio,2,73.85,147.7,25,36.92,110.78,Centro,Diego Torres,Tienda,CLI-0172
TXN-00297,2023-11-11,2023-11-11 17:15:26,Laptop HP,Computadoras,3,946.6,2839.8,15,425.97,2413.83,Oeste,Ana García,Online,CLI-0144
TXN-00298,2024-06-16,2024-06-16 14:29:47,Mouse Logitech,Accesorios,1,27.25,27.25,5,1.36,25.89,Norte,Carlos Ruiz,Online,CLI-0202
TXN-00299,2024-03-21,2024-03-21 11:15:18,Mouse Logitech,Accesorios,2,30.54,61.08,0,0.0,61.08,Este,Diego Torres,Teléfono,CLI-0168
TXN-00300,2023-03-18,2023-03-18 04:49:49,Auriculares Bluetooth,Audio,1,59.42,59.42,5,2.97,56.45,Centro,Carlos Ruiz,Online,CLI-0055
TXN-00301,2024-02-21,2024-02-21 14:49:13,Teclado Mecánico,Accesorios,1,89.08,89.08,10,8.91,80.17,Oeste,Sofía Martínez,Teléfono,CLI-0136
TXN-00302,2024-12-03,2024-12-03 20:44:38,Soporte Laptop,Accesorios,2,36.95,73.9,0,0.0,73.9,Norte,Juan Pérez,App Móvil,CLI-0076
TXN-00303,2024-02-10,2024-02-10 19:19:16,Mouse Logitech,Accesorios,2,31.26,62.52,10,6.25,56.27,Sur,Ana García,Teléfono,CLI-0232
TXN-00304,2023-04-07,2023-04-07 21:50:08,Hub USB-C,Accesorios,2,52.47,104.94,5,5.25,99.69,Norte,Ana García,Tienda,CLI-0114
TXN-00305,2024-01-17,2024-01-17 19:05:37,Teclado Mecánico,Accesorios,3,84.56,253.68,15,38.05,215.63,Centro,Sofía Martínez,Tienda,CLI-0012
TXN-00306,2023-05-12,2023-05-12 21:21:07,Mouse Logitech,Accesorios,6,28.18,169.07999999999998,20,33.82,135.26,Norte,Roberto Díaz,Tienda,CLI-0087
TXN-00307,2024-05-23,2024-05-23 19:27:11,Mousepad Gaming,Accesorios,2,20.29,40.58,15,6.09,34.49,Este,Juan Pérez,Online,CLI-0141
TXN-00308,2023-02-05,2023-02-05 18:15:41,Webcam HD,Periféricos,1,79.13,79.13,0,0.0,79.13,Este,Roberto Díaz,Teléfono,CLI-0282
TXN-00309,2024-01-28,2024-01-28 12:41:56,RAM 16GB,Componentes,3,72.97,218.91,10,21.89,197.02,Centro,Juan Pérez,Tienda,CLI-0196
TXN-00310,2024-07-11,2024-07-11 14:58:36,Micrófono USB,Audio,1,72.98,72.98,20,14.6,58.38,Centro,Diego Torres,Teléfono,CLI-0139
TXN-00311,2023-08-13,2023-08-13 21:49:17,Teclado Mecánico,Accesorios,2,81.46,162.92,30,48.88,114.04,Norte,Roberto Díaz,App Móvil,CLI-0300
TXN-00312,2023-09-11,2023-09-11 13:34:52,"Monitor Samsung 27""",Monitores,1,328.43,328.43,0,0.0,328.43,Norte,Juan Pérez,Teléfono,CLI-0182
TXN-00313,2023-06-30,2023-06-30 14:51:47,Mousepad Gaming,Accesorios,1,21.35,21.35,0,0.0,21.35,Este,Ana García,App Móvil,CLI-0291
TXN-00314,2024-05-19,2024-05-19 11:31:02,Cable HDMI,Cables,5,12.06,60.300000000000004,5,3.02,57.28,Norte,Ana García,Online,CLI-0113
TXN-00315,2023-12-06,2023-12-06 06:51:08,Laptop HP,Computadoras,3,904.75,2714.25,0,0.0,2714.25,Este,María López,App Móvil,CLI-0031
TXN-00316,2023-04-24,2023-04-24 11:04:23,Laptop HP,Computadoras,2,836.58,1673.16,0,0.0,1673.16,Oeste,Carlos Ruiz,App Móvil,CLI-0155
TXN-00317,2024-03-23,2024-03-23 16:41:20,Auriculares Bluetooth,Audio,2,55.63,111.26,0,0.0,111.26,Sur,Diego Torres,Online,CLI-0090
TXN-00318,2023-05-11,2023-05-11 09:44:36,SSD 1TB,Almacenamiento,1,115.35,115.35,10,11.54,103.81,Oeste,Ana García,Online,CLI-0163
TXN-00319,2023-08-15,2023-08-15 10:59:31,Mousepad Gaming,Accesorios,1,21.22,21.22,30,6.37,14.85,Sur,Diego Torres,Tienda,CLI-0122
TXN-00320,2024-10-13,2024-10-13 02:52:45,Auriculares Bluetooth,Audio,1,65.78,65.78,0,0.0,65.78,Este,Roberto Díaz,Tienda,CLI-0136
TXN-00321,2023-12-25,2023-12-25 10:46:00,"Monitor Samsung 27""",Monitores,2,284.96,569.92,0,0.0,569.92,Norte,Laura Sánchez,Teléfono,CLI-0215
TXN-00322,2024-01-23,2024-01-23 15:06:53,Teclado Mecánico,Accesorios,3,96.91,290.73,20,58.15,232.58,Oeste,Juan Pérez,Online,CLI-0232
TXN-00323,2023-10-29,2023-10-29 13:06:04,Mouse Logitech,Accesorios,2,31.78,63.56,0,0.0,63.56,Este,María López,Teléfono,CLI-0083
